Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment
The Line,"Seafood, Asian",Ruth8696,3,"Our server was named 'Chew'. She was very patient, helpful and attended to all our needs, especially with our 3 kids. She was very friendly and engaged conversation with us, and would consistently ask if we need anything else.

The food quality however, we felt More"
The Line,"Seafood, Asian",Duanelye,4,"Food is good and Seafood is fresh but the restaurant is overwhelmed by the orders. Our server, New, has been very attentive and helpful which made the whole experience much better! Thank you!"
The Line,"Seafood, Asian",Vinita-02,5,"Festive Dining at the Line restaurant, Shangri La.. was awesome !! Even though it is not like the old times, where one can walk around and choose what they want , sitting and dining is incredible too !! You can order anything to the table More"
The Line,"Seafood, Asian",nelsontgng,5,"like auntie Chew service she is polite and attentive, the enviro is cosy, safe distancing practice, other waiter and waitress are good also"
The Line,"Seafood, Asian",cherylkG5710DV,5,Chew is exceptional when it comes to rendering a service! She never fails to ensure we have been served with all our requests met! An asset to have in The Line!
The Line,"Seafood, Asian",avrillsim,5,"Thank you to Chew for graciously serving our table! Despite the many requests that our table has had, she still served them without hesitation. Even though some requests were made after the timing allowed (10am), she still helped us make a special request for Chennai More"
The Line,"Seafood, Asian",wlzx1993,5,We were served by Chew and her service was excellent. A lot of care and effort was put into serving our table and the food in general was above our expectations. Well done!
The Line,"Seafood, Asian",heyyyyfeli,5,"Breakfast choices here were good, but service was excellent. Had quite a few of the Teh Terik during breakfast. Service staff was attentive, and special shout-out to “NEW” who was friendly and prompt in attending to table service during peak morning breaktime timing."
The Line,"Seafood, Asian",GQiang88,5,"Excellent service by Chew. So glad that i have my 1st breakfast of the year at theline. Do try the laksa, half boil egg and fruits :)"
The Line,"Seafood, Asian",tang603,5,Excellent service by New and Keith at The Line. They were very prompt and attentive.  Enjoyed our lunch thoroughly.
The Line,"Seafood, Asian",PaulL6644,4,"Thank you Ms New for the excellent service and care taken during breakfast. Given the condition, proper care was taken to entry and service.

Some blips in the event but it is normal given the attention required."
The Line,"Seafood, Asian",Chloechloechloe78,5,"The staff are super warm and friendly, especially Aunty Chew and Ms Sheryl. The a la carte buffet is delicious with a wide spread. 

We really enjoyed celebrating our anniversary at The Line."
The Line,"Seafood, Asian",Godblessmesuper89,5,Waitress chew service is great! Everything came fast and our plates were always cleared promptly. Thanks!
The Line,"Seafood, Asian",ilovedragons07,5,"Excellent service by Ling along, who was attentive to our various requests. Food was good and I specially like the beef."
The Line,"Seafood, Asian",jennyzeng0621,5,Aunty Ling Ling has been super helpful. She provides great service and was very patient with our family. We definitely recommend dining here and will revisit again!
The Line,"Seafood, Asian",DAFTFUNK81,5,"Had our lunch here with colleagues and we enjoyed the wide range of food selection prepared by Chef Jimmy Wong. Service from staff and Assistant F&B Director, John Jadjun, was prompt and excellent. Will definitely recommend friends and family and look forward to coming back More"
The Line,"Seafood, Asian",CalebOngH,5,Very good service from Auntie Chew!! Very good lunch and ambience. Well spaced out tables and good variety of food.
The Line,"Seafood, Asian",chaseurdream,5,Aunty Chew has been very helpful and top notch service from her. Very tentative to the need of the customer. :)
The Line,"Seafood, Asian",Zenong123,3,"Celebrated my birthday here. Food was average and the food ordering system was faulty. However, big thanks to our waitress Ling Ling for making our meal enjoyable. She was very friendly and helpful throughout the meal."
The Line,"Seafood, Asian",jan292018,5,The service is good and the food is good. Thank you Mdm Ling Ling for her fast response and services.
The Line,"Seafood, Asian",tonyh844,4,"I would like to thank you for excellence service, especially to New, we received in today buffet lunch at The Line. The sashimi is fresh, desserts are not too sweat and tasty, especially the durian cake. The only lowlight we have is mushy and not More"
The Line,"Seafood, Asian",JaveenL,5,I have visited The Line with my colleague last few days. I would like to praise the quality of food is the best compared to other hotel. 👍🏼 The food were well presented and wide variety of choice. Special thanks to chef Jimmy recommend us More
The Line,"Seafood, Asian",Danielczg,5,Food is great and overall services provided are good though can see the staff a bit overwhelm. But good job still. Thank you.
The Line,"Seafood, Asian",joeseras,5,"Great service by the staff. We were served by Grace who was attentive and quick to respond to our requests. Food selection is reasonable. Ended the lunch with a birthday cake when we indicated during booking that we were there for a celebration. In all, More"
The Line,"Seafood, Asian",shulingt,4,We have experienced good services by mdm new at the breakfast services. She is helpful and attentive to our requests. Thanks
The Line,"Seafood, Asian",Hongzter,5,Totally enjoyed it. Good variety of food for adults and kids 7 and 5 and staff was friendly and nice!
The Line,"Seafood, Asian",Cynthia C,3,"Service was great. 
Food was only average, actually it was quite a disappointment. 
The seafood in cooked food was not fresh, example the chilli crab and the drunken prawns."
The Line,"Seafood, Asian",Cinti22,5,Had a wonderful and friendly service from Chew to start our day at the Line breakfast. Chew made the extra efforts to consider our needs for the kids when having our breakfast.
The Line,"Seafood, Asian",marcdaniel1,5,Christmas dinner at The Lien.  Brilliantly executed considering the current COVID situation.  Excellent service from our friendly waitress Pui Suan.
The Line,"Seafood, Asian",769kenzo,5,Visited the Line on Christmas Day and waitress New was very attentive to my Kids’ needs. Kudos for the good service
The Line,"Seafood, Asian",lowpyng,5,"Was at the line for a staycay from 20-22 Dec. Was blown away by the amazing service and quality of food. As it ala carte buffet for both breakfast, lunch and dinner, they even paid attention to how food is presented. Would also like to More"
Fat Belly,Steakhouse,agoh69,3,"A bit overrated by many reviews here. Tried to bring my colleagues here to help experience but kind of disappointing! Supposed to be a great place for grilled meat like beef and pork. Beef was great but the pork collar kind of too dry , chewy and overly cooked! I can’t even finish my food for first time! Appetisers like truffle fries, kale, bake Camembert cheese was great but the charcuterie board kind of average. The duck rilletes rather dry for you to spread on the toasted sourdough! Disappointing is that this restaurant don’t waive corkage even you ordered wines from them and the restaurant is rather cramped! Table for 6 inside the restaurant kind too squeeze for you to enjoy your dinner! You can chose better value restaurants serving the same food in town to be honest..service is attentive but it really took a ping time for them to find the wine we ordered!More"
Fat Belly,Steakhouse,tongphlp,5,Beef that’s done just right and unforgettable! Appetising desserts too! Give it a shot! No regrets! Excellent!
Fat Belly,Steakhouse,587osmana,5,"Went to Fat Belly this morning and had amazing coffee and simple breakfast of sourdough bread, scrambled eggs and oak wood smoked salmon - very generous portions and extremely reasonable. My friend had the Ethiopia Adido coffee  Don’t be fooled by the price.. the coffee is good for 3 decent cups and absolutely stunning flavours of honey, wine and grapes and so many other flavours. Service was very good.. thanks to Fahmi and Esther who are extremely friendly and personable 😀.. will definitely be back for the food, coffees and awesome service!More"
Fat Belly,Steakhouse,joelhz,5,"Had an reservation for 9pm on a Friday eve for 4pax and the place was packed to the rim. 
For starters we only ordered some sour dough bread, which was beautifully charred. For steaks we went with the Denver, Onglet and Deckle cut, all medium rare. For sides we got truffle fries, creamed kale and pomme purée. The steaks and sides arrived after around 20 mins and oh boy, they were perfect. Denver and onglet cut both were tender and extremely flavorful, perfect for steak lovers who chase beefy flavor. The Deckle cut is more suited for steak „newbies“ or just people who prefer a more tender, less beefier cut of beef as it was marbled perfectly and melted with the touch of your tongue. We also had sauces, the salsa verde, bordelaise and green peppercorn. All were tasty but none were needed because the steaks by themselves were already flavorful and tasty enough. Truffle fries were outstanding, crispy thin and truffly. The pomme purée was smooth and creamy with a hint of olive oil added to it. The flavor of the creamed kale was also very nice but I personally prefer creamed spinach over creamed kale because of its texture. For dessert we went with all 4 possible options. They all were outstanding but for me, the hazelnut chocolate creme took the cake as it was chocolaty, creamy and crunchy at the same time. The sticky date pudding, for me, came in second. It’s the closest thing you can get to a lava cake at the restaurant as it was served hot with some ice cream on the side. Cheesecake and Tiramisu also were better than you would normally expect.

In conclusion, Fat Belly is a great choice for anyone who enjoys a marvelous wagyu steak but refuses to pay 100$+ for it. Booking in advance is probably going to be mandatory though ;)More"
