Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment,rating_class_main,rating_for_comment
Tamarind Hill Singapore By Samadhi,"Asian, Thai",cjfga,3,"Relaxing ambiance. Overall, the dishes were well prepared. However, one dish arrived after the other mains, and additional rice ordered that took almost 30 minutes.  Ordered bottle of white wine - barely chilled. Mixed up water order amongst clientele.  Staff is friendly and appear to ",0,0
Whole Earth,Asian,Vandana R,2,I visited with friends who are also vegetarian. The photos on the menu and what the dish looked like when served was completely different. The sauces of a few dishes were all similar and we had asked the staff before ordering if they were all,-1,-1
Hai Tien Lo,"Chinese, Asian",320reginac,3,It was our first time coming here for the weekend brunch after reading some reviews. It was Chinese New Year so they had a different menu which was more expensive - pretty much SGD500 for 4 people with tea. The 'all-you-can-eat' is really only for,0,-1
Cure,"Irish, European",Monsterinc,3,"We found the taste, presentation and curation of dishes nothing special. In fact, the food was not very tasty (the frothy broth for the potato slices was very very salty and neither of us could finish it), some ingredients didn’t contribute to the taste, the presentation was quite tired. The ambience was not good - music was “Guns and roses” and such like loud music all night and random people would walk in and have a drink at the bar barely an arm’s length from our table. It just didn’t give the vibe of an expensive restaurant - which Cure is. To make it worse, the $200 deposit we had to place to book a table was not automatically deducted from the $466 bill and will only be refunded 7 days later. In my view, Cloudstreet is so much better for a similar price point.",0,-1
Spago Bar & Lounge,"Bar, International",Lin_px,1,"We were at the bar on Saturday, 19 Dec 2020,8:30pm  A group of 4 of us were led to a 3 seater, when request to change to the next table which is a 4-seater, was told that cannot cos the guest was arriving soon.  No choice, we squeeze in that 3 seater.  
The next table (4-seater) was left empty till 9:30pm, 3 females were then led in to that table.
Why a group of 3 were given a 4-seater and we a group of 4 were forced to sit in the 3-seater?",-1,-1
Ikea Cafeteria,"Cafe, European",CandidSay,3,"Went to Ikea in Tampines this week for shopping and a bite to eat.
Can't say I'm impressed compared to my last visit years ago.

Firstly, the pricing posted for Chicken Chops + Broccoli was $3 on the outside signage but $4 at the serving ",0,-1
10 Scotts,"International, Contemporary",aliciakuah,1,"Very limited variety. Can’t spot a single piece of cake for high tea. Food stored in their fridge was never replenished. Dessert rack is terrible. Very insincere, not a piece of cake from buffet table, and also not a single piece of cake give in ",-1,-1
The Song of India,"Indian, Asian",storzheiko,2,"Super freezing cold.
Aircondition was much to cold.
Service was very poor. No attention from the stuff. Was sitting 20 minutes before ordering the drinks.
Food is excellent, but much too high priced.wont come back.",-1,0
Bincho at Hua Bee,"Japanese, Asian",glach,2,"Food may be fairly consistent and overpriced, service lacked lustre. New servers who do not know sake and food menu, older servers were not exactly friendly. For the price you pay, one would expect more.",-1,-1
Shun X Sakemaru,"Japanese, Fusion",TravellerfromSIN,3,"Good and very friendly service but a mixed review of the different courses by our family members. Most found the starter sauce too salty, the chicken & polenta was met with differing views, but all agreed that the main and dessert were both good. Street ",0,0
Hua Ting Restaurant,"Chinese, Asian",Audsssss,5,"Had lunch here on a Sunday afternoon. Food and service was impressive! Staff were very attentive to our table, and the dim sum and duck was really good! Staff by the name of Meng Chue was especially friendly and attentive. Will be back again! Thank ",1,1
Atrium,"Bar, Contemporary",Q6354GAduncanm,5,You sit in water surrounded pods that must be sprouts from the Super Trees over in the Gardens by The Bay. The food off the limited menu is delicious. It is as creatively presented as the setting. Layla our server was most enjoyable to meet .Another brief but memorable Singapore experience.,1,1
Vianney Massot Restaurant,French,H5149NGpaull,5,"This place was chosen by my wife after going through the lengthy reviews of trip advisor, we were glad that it didn’t disappoint us. The chef, Mr Luke Armstrong, was just superb and delivered us a wonderful night full of surprises. The dishes were super ",1,1
The Sushi Bar,"Japanese, Sushi",MMBee2015,3,"Overall service is acceptable even though the restaurant is pretty busy. However food presentation and quality, i will rank it as poor. First incident when we order Unagi roll and soft shell crab roll. These 2 types of sushi are placed (squashed) onto a plate ",0,0
"Din Tai Fung, Suntec City",$$ - $$$,mattsA2060JB,5,"Have been back 3 times in 3 days to this institution! The pork xiao long Bao are amazing, so are the chili oil dumplings and the pork chop on fried rice.",1,1
Amber Tandoor Restaurant,"Indian, Asian",vishwajay85,3,"food was expensive, for what we got. The taste was ok but the price was too much. seating is available for about 20 - 25 people. the menu is not extensive but rather average.",0,0
Kinou,"Fusion, Wine Bar",Kenji0710,3,"The mains offered were not huge in selection. 

Duck burger with foie gras has an acquired taste of which we cannot stomach. It's not due to to freshness, perhaps we just couldn't accept the duck plus foie gras mixture. 

Beef comes with some tough tendons ..",0,0
Tung Lok Seafood,"Chinese, Seafood",Simon6511,3,"one of the chain restaurant in Singapore .. well the food is OK and with a few choices .. if you are keen in Chinese/cantonese for lunch and dinner , a good place to be, but the dim sum is good too. you may try ",0,0
Nam Nam Noodle Bar,$,hairypott3r,3,"Food was good, no doubt about it. Ordered dry egg noodles with minced pork, pho with beef slices, lemongrass chicken bread and fresh spring roll. I asked for more soup for my pho and was asked to top up $0.30 which was fair. They refilled ",0,1
Food Republic @ Wisma Atria,$,WinduRadityo,5,"Saturday 20th October 2018, after meeting with my friend's, he suggest me to eat at Food Republic. But he didn't know the place. He just said 'the place was on the top at the building in Orchard with a huge font FOOD REPUBLIC'. So, I ",1,0
The Curry Culture,"Indian, Asian",93jonp,3,"I visited Curry Culture this evening with a friend after reading its excellent reviews on here. 

We were greeted by the friendly owner and our order was taken quickly. This restaurant is outdoors in a lovely busy area, with lots going on, and had a ",0,1
Salt tapas & bar,"Bar, Mediterranean",Captivate-Team,2,"The food was decent  except maybe the cauliflower tapas which was dull but my my main concern was we were given the wrong bill with extra drinks on it.

It is hard to keep track of orders in a tapas bar so the last thing you ",-1,0
Oriole Coffee + Bar,Cafe,JarylT3,3,Went there on a Sunday night for dinner. Used the 1-for-1 mains for the entertainer app. Ordered the Oriole Truffle Burger and the Caprllini Crabmeat Pasta. Would recommend both dishes as they are good. The pasta portion is reasonably good and it tastes better than,0,1
Cook & Brew,"Bar, International",David L,3,"I attended dinner at this place on Valentine’s Day, which is also my girlfriend’s birthday. 

I shall start by mentioning that the food and ambience is excellent in this place. However, the service is not what I expect of a place of this caliber. 

I ",0,0
Ruth's Chris Steak House,"American, Steakhouse",Resort294935,1,"Food was bad, petite beef fillet turned cold pretty quickly. Rib eye was huge but not enjoyable at all. Side dishes was ok but dessert (cheesecake ) was too sweet and too much. Paid sgd300 for two set dinners. Was a total waste of money .",-1,-1
TWG Tea at ION Orchard,International,shirleys604,5,"A good selection with the menu. Good food, quiet part of the shopping centre to enjoy your cup of tea.  We went back for breakfast the next morning because we enjoy the food and venue very much. Thanks TWG.",1,1
J65,"Seafood, International",syjollis,5,"Staffs are super attentive! every requests was fulfilled and small details was noticed without any prompt! everyone enjoyed ourselves there was the most important key when we dine out! 
Everyone gave thumbs up to the food dessert and staffs!",1,1
Aromas of India,"Indian, Asian",PeppiWilliams,5,Since discovering Aromas of India I have been enjoying the delicious food here every time I visit Singapore.  The Chicken Tikka and the Kashmiri Naan are very tasty.  I tried the Lamb Biryani last time and was not disappointed.  The quality of the produce used,1,1
The Populus Coffee and Food Co,Cafe,Jfoodd,2,"Food ordered was disappointing. Not a fan of the homemade seafood bisque from the seafood linguinne, to me it does not taste like a pasta but a fried noodle from foodcourt. Scallops was fresh though. Overall taste not to my liking. 
Food pricing is over-priced .",-1,-1
